name,id,movie
Spring Creek Productions,705,This Is Where I Leave You
21 Laps Entertainment,2575,This Is Where I Leave You
Warner Bros.,6194,This Is Where I Leave You
Scott Rudin Productions,258,Doubt
Goodspeed Productions,3534,Doubt
Paramount Pictures,4,Team America: World Police
Scott Rudin Productions,258,Team America: World Police
Regency Enterprises,508,Copycat
New Regency Pictures,10104,Copycat
Dimension Films,7405,Scary Movie 5
Paramount Pictures,4,Paint Your Wagon
Malpaso Productions,171,Paint Your Wagon
Alan Jay Lerner Productions,12049,Paint Your Wagon
Focus Features,10146,Milk
Columbia Pictures,5,Risen
Affirm Films,10156,Risen
LD Entertainment,10285,Risen
Patrick Aiello Productions,59827,Risen
Village Roadshow Pictures,79,Ghost Ship
NPV Entertainment,172,Ghost Ship
Dark Castle Entertainment,1786,Ghost Ship
Warner Bros.,6194,Ghost Ship
Ghost Ship Films Pty. Ltd.,53238,Ghost Ship
New Line Cinema,12,A Very Harold & Kumar Christmas
Mandate Pictures,771,A Very Harold & Kumar Christmas
Columbia Pictures,5,Wild Things
Mandalay Entertainment,1236,Wild Things
Screen Gems,3287,The Stepfather
Miramax Films,14,The Debt
Marv Films,5374,The Debt
Pioneer Pictures,9217,The Debt
Buena Vista,32,High Fidelity
Touchstone Pictures,9195,High Fidelity
Atlas Entertainment,507,The Bank Job
Mosaic Media Group,748,The Bank Job
Omnilab Media,2729,The Bank Job
Relativity Media,7295,The Bank Job
Skyline (Baker St),37774,The Bank Job
Anonymous Content,10039,Eternal Sunshine of the Spotless Mind
This Is That Productions,10059,Eternal Sunshine of the Spotless Mind
Focus Features,10146,Eternal Sunshine of the Spotless Mind
Oops Doughnuts Productions,5698,You Again
Touchstone Pictures,9195,You Again
Frontier Pictures,11837,You Again
Fox Searchlight Pictures,43,Street Kings
Regency Enterprises,508,Street Kings
Dune Entertainment III,6332,Street Kings
Emmett/Furla Films,10405,Street Kings
Recorded Pictures Company,470,A Dangerous Method
The Movie Network,808,A Dangerous Method
Millbrook Pictures,2728,A Dangerous Method
Prospero Pictures,2844,A Dangerous Method
Lago Film,19245,A Dangerous Method
Dangerous Method Film AG,78702,A Dangerous Method
Universal Pictures,33,The World's End
Big Talk Productions,443,The World's End
Focus Features,10146,The World's End
Working Title Films,10163,The World's End
Virtual Studios,449,Nancy Drew
Jerry Weintraub Productions,2596,Nancy Drew
Warner Bros.,6194,Nancy Drew
Lionsgate,1632,Daybreakers
Furst Films,3135,Daybreakers
Pictures in Paradise,3207,Daybreakers
Pacific Film and Television Commission,4024,Daybreakers
Australian Film Finance Corporation (AFFC),8724,Daybreakers
DreamWorks SKG,27,She's Out of My League
Mosaic,54634,She's Out of My League
Dune Entertainment,444,Monte Carlo
Regency Enterprises,508,Monte Carlo
Fox 2000 Pictures,711,Monte Carlo
DiNovi Pictures,813,Monte Carlo
Dune Entertainment III,6332,Monte Carlo
Blossom Films,32537,Monte Carlo
Spyglass Entertainment,158,Stay Alive
Hollywood Pictures,915,Stay Alive
Endgame Entertainment,1205,Stay Alive
Wonderland Sound and Vision,4022,Stay Alive
Warner Bros. Pictures,174,Shorts
Pathe,7396,Quigley Down Under
Metro-Goldwyn-Mayer (MGM),8411,Quigley Down Under
Lions Gate Family Entertainment,6574,Alpha and Omega
Relativity Media,7295,Alpha and Omega
Crest Animation Productions,21234,Alpha and Omega
"Screen Gems, Inc.",127,The Covenant
Spyglass Entertainment,158,Stick It
Touchstone Pictures,9195,Stick It
Kaltenbach Pictures,62367,Stick It
Gener8Xion Entertainment,3957,One Night with the King
The Rank Organisation,364,To Die For
Columbia Pictures Corporation,441,To Die For
Lionsgate,1632,Nerve
Allison Shearmur Productions,47706,Nerve
Keep Your Head,79963,Nerve
New Line Cinema,12,Appaloosa
Groundswell Productions,4205,Appaloosa
Axon Films,21106,Appaloosa
Columbia Pictures,5,Vampires
Largo Entertainment,1644,Vampires
JVC Entertainment Networks,4248,Vampires
Film Office,23893,Vampires
Spooky Tooth Productions,23894,Vampires
Storm King Productions,23895,Vampires
Paramount Pictures,4,Psycho
Universal Pictures,33,Psycho
Shamley Productions,10717,Psycho
Village Roadshow Pictures,79,Three to Tango
Warner Bros.,6194,Three to Tango
Lionsgate,1632,My Best Friend's Girl
New Wave Entertainment,2953,My Best Friend's Girl
Management 360,4220,My Best Friend's Girl
Terra Firma Films,7948,My Best Friend's Girl
Superfinger Entertainment,12020,My Best Friend's Girl
Universal Pictures,33,Endless Love
Fake Empire,13204,Endless Love
Bluegrass Films,13778,Endless Love
Universal Pictures,33,Georgia Rule
Morgan Creek Productions,10210,Georgia Rule
[],[],Under the Rainbow
Twentieth Century Fox Film Corporation,306,Ladyhawke
Warner Bros.,6194,Ladyhawke
Caravan Pictures,175,Simon Birch
Hollywood Pictures,915,Simon Birch
Columbia Pictures,5,Reign Over Me
Happy Madison Productions,2608,Reign Over Me
Sunlight Productions,3800,Reign Over Me
Relativity Media,7295,Reign Over Me
Madison 23,11708,Reign Over Me
Paramount Vantage,838,Into the Wild
River Road Entertainment,1246,Into the Wild
Art Linson Productions,8769,Into the Wild
Into the Wild,41051,Into the Wild
Dimension Films,7405,School for Scoundrels
Davis-Films,342,Silent Hill: Revelation 3D
Konami Corporation Ltd.,343,Silent Hill: Revelation 3D
A Band Apart,59,From Dusk Till Dawn
Dimension Films,7405,From Dusk Till Dawn
Los Hooligans Productions,11705,From Dusk Till Dawn
Miramax,53009,From Dusk Till Dawn
Walt Disney Pictures,2,Pooh's Heffalump Movie
Paramount Pictures,4,Home for the Holidays
Egg Pictures,802,Home for the Holidays
PolyGram Filmed Entertainment,1382,Home for the Holidays
Columbia Pictures,5,Kung Fu Hustle
Walt Disney Pictures,2,The Country Bears
DreamWorks SKG,27,The Kite Runner
MacDonald/Parkes Productions,384,The Kite Runner
Sidney Kimmel Entertainment,737,The Kite Runner
Neal Street Productions,1522,The Kite Runner
China Film Co-Production Corporation,2269,The Kite Runner
Wonderland Films,2299,The Kite Runner
Participant Media,6735,The Kite Runner
Ebeling Group,11392,The Kite Runner
Beijing Happy Pictures Cultural Communications Co.,11553,The Kite Runner
Kite Runner Holdings,29031,The Kite Runner
This Is That Productions,10059,21 Grams
Y Productions,10887,21 Grams
Mediana Productions Filmgesellschaft,10888,21 Grams
Icon Productions,152,Paparazzi
Twentieth Century Fox Film Corporation,306,Paparazzi
Icon Entertainment International,4564,Paparazzi
Metro-Goldwyn-Mayer (MGM),8411,A Guy Thing
David Ladd Films,21447,A Guy Thing
Columbia Pictures,5,Loser
The Weinstein Company,308,Capitalism: A Love Story
Paramount Vantage,838,Capitalism: A Love Story
Metanoia Films,7075,Little Boy
Santa Fé Films,90508,Little Boy
George Stevens Productions,13579,The Greatest Story Ever Told
Ingenious Media,290,Secret in Their Eyes
Gran Via Productions,2605,Secret in Their Eyes
IM Global,7437,Secret in Their Eyes
STX Entertainment,47729,Secret in Their Eyes
Route One Entertainment,80834,Secret in Their Eyes
Union Investment Partners,88607,Secret in Their Eyes
SITE Productions,88608,Secret in Their Eyes
Willie's Movies,88609,Secret in Their Eyes
Grosvenor Park Media Ltd.,2053,Disaster Movie
LionsGate,7571,Disaster Movie
3 in the Box,19248,Disaster Movie
Screen Gems,3287,Armored
Stars Road Entertainment,8931,Armored
Farah Films & Management,11249,Armored
Buckaroo Entertainment,11250,Armored
Regency Enterprises,508,The Man Who Knew Too Little
Taurus Films,897,The Man Who Knew Too Little
Polar Productions,3415,The Man Who Knew Too Little
Warner Bros.,6194,The Man Who Knew Too Little
Regency Enterprises,508,What's Your Number?
Contrafilm,1836,What's Your Number?
New Regency Pictures,10104,What's Your Number?
Canal+,5358,Lockout
EuropaCorp,6896,Lockout
Ciné+,10611,Lockout
Columbia Pictures,5,Envy
Castle Rock Entertainment,97,Envy
NPV Entertainment,172,Envy
DreamWorks Pictures,7293,Envy
Baltimore Spring Creek Productions,16061,Envy
Nu Image / Millennium Films,25473,Envy
Lakeshore Entertainment,126,Crank: High Voltage
Lionsgate,1632,Crank: High Voltage
Radical Media,11152,Crank: High Voltage
Miramax Films,14,Bullets Over Broadway
Miramax Films,14,The Quiet American
Intermedia Films,763,The Quiet American
Mirage Enterprises,932,The Quiet American
Paramount Pictures,4,The Weather Man
Escape Artists,1423,The Weather Man
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,11930,The Weather Man
Miramax Films,14,Undisputed
Amen Ra Films,421,Undisputed
DreamWorks SKG,27,Ghost Town
Spyglass Entertainment,158,Ghost Town
Pariah,11733,Ghost Town
The Mark Gordon Company,1557,12 Rounds
Fox Atomic,2890,12 Rounds
20th Century Fox Home Entertainment,3635,12 Rounds
WWE Studios,10339,12 Rounds
Midnight Sun Pictures,17887,12 Rounds
Hammer Film Productions,1314,Let Me In
EFTI,3576,Let Me In
Exclusive Media Group,11448,Let Me In
Overture Films,12807,Let Me In
TriStar Pictures,559,3 Ninjas Kick Back
Sheen Productions,27085,3 Ninjas Kick Back
Ben-Ami/Leeds Productions,37015,3 Ninjas Kick Back
New Line Cinema,12,Be Kind Rewind
Partizan,1784,Be Kind Rewind
Focus Features,10146,Be Kind Rewind
[],[],Mrs Henderson Presents
Worldview Entertainment,9015,Triple 9
Anonymous Content,30420,Triple 9
MadRiver Pictures,73493,Triple 9
Sierra Pictures,78595,Triple 9
Surefire Capital,78596,Triple 9
Fine Line Features,8,Deconstructing Harry
Double Feature Films,215,Burnt
PeaPie Films,32243,Burnt
3 Arts Entertainment,36390,Burnt
Paramount Pictures,4,We're No Angels
Miramax Films,14,Everyone Says I Love You
Twentieth Century Fox Film Corporation,306,Death Sentence
Dune Entertainment,444,Death Sentence
Baldwin Entertainment Group,2234,Death Sentence
Hyde Park Entertainment,13816,Death Sentence
Brass Hat Films,13817,Death Sentence
Miramax Films,14,Everybody's Fine
Hollywood Gang Productions,2994,Everybody's Fine
Radar Pictures,14718,Everybody's Fine
Crystal Sky Worldwide,4077,Superbabies: Baby Geniuses 2
Triumph Films,23098,Superbabies: Baby Geniuses 2
New Line Cinema,12,The Man
New Line Cinema,12,Code Name: The Cleaner
Universal Pictures,33,Connie and Carla
Universal Pictures,33,Sweet Charity
Ghoulardi Film Company,178,Inherent Vice
Warner Bros.,6194,Inherent Vice
IAC Films,93105,Inherent Vice
[],[],Doogal
Screen Gems,3287,Battle of the Year
Mpower Pictures,5294,An American Carol
Open Road Films,10427,Machete Kills
Overnight Films,10808,Machete Kills
AR Films,11005,Machete Kills
Aldamisa Entertainment,11006,Machete Kills
Demarest Films,13241,Machete Kills
1821 Pictures,14358,Machete Kills
Quick Draw Productions,25608,Machete Kills
New Line Cinema,12,Willard
Hard Eight Pictures,48772,Willard
Paramount Pictures,4,Strange Wilderness
Happy Madison Productions,2608,Strange Wilderness
Pelican Productions LLC,3251,Strange Wilderness
Newmarket Capital Group,506,Topsy-Turvy
Goldwyn Films,720,Topsy-Turvy
The Greenlight Fund,821,Topsy-Turvy
Thin Man Films,10100,Topsy-Turvy
Thousand Words,380,A Scanner Darkly
Warner Independent Pictures (WIP),11509,A Scanner Darkly
Detour Filmproduction,11510,A Scanner Darkly
Section Eight Productions,14315,A Scanner Darkly
Fox 2000 Pictures,711,Chasing Mavericks
Walden Media,10221,Chasing Mavericks
Boll Kino Beteiligungs GmbH & Co. KG,1062,Alone in the Dark
Brightlight Pictures,1063,Alone in the Dark
Herold Productions,1064,Alone in the Dark
Lionsgate,1632,Alone in the Dark
Infogrames Entertainment,2998,Alone in the Dark
Summit Entertainment,491,Bandslam
Goldsmith-Thomas Productions,2454,Bandslam
Walden Media,10221,Bandslam
Fine Line Features,8,Birth
New Line Cinema,12,Birth
Lou Yi Inc.,839,Birth
Academy Films,54030,Birth
March Entertainment,54031,Birth
Kinokompaniya CTB,886,Mongol: The Rise of Genghis Khan
X-Filme Creative Pool,1972,Mongol: The Rise of Genghis Khan
Andreevsky Flag Film Company,11996,Mongol: The Rise of Genghis Khan
Kinofabrika,16522,Mongol: The Rise of Genghis Khan
Eurasia Film Production,16524,Mongol: The Rise of Genghis Khan
Participant Media,6735,A Most Violent Year
Imagenation Abu Dhabi FZ,6736,A Most Violent Year
FilmNation Entertainment,7493,A Most Violent Year
Before the Door Pictures,14861,A Most Violent Year
Washington Square Films,14862,A Most Violent Year
A24,41077,A Most Violent Year
Old Bull Pictures,53656,A Most Violent Year
Rhombus Media,164,Passchendaele
Damberger Film & Cattle Co,16193,Passchendaele
Whizbang Films,17457,Passchendaele
Bell Broadcast and New Media Fund,22481,Passchendaele
Universal Pictures,33,Flash of Genius
Spyglass Entertainment,158,Flash of Genius
Strike Entertainment,655,Flash of Genius
Intermittent Productions,8849,Flash of Genius
Endgame Entertainment,1205,I'm Not There.
Rising Star,1208,I'm Not There.
Killer Films,1422,I'm Not There.
John Wells Productions,1512,I'm Not There.
Dreamachine,2506,I'm Not There.
Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I),7416,I'm Not There.
Grey Water Park Productions,14737,I'm Not There.
John Goldwyn Productions,17594,I'm Not There.
Wells Productions,72153,I'm Not There.
Summit Entertainment,491,The Cold Light of Day
Intrepid Pictures,1224,The Cold Light of Day
Film Rites,8083,The Cold Light of Day
Galavis Film,8084,The Cold Light of Day
Picture Machine,8085,The Cold Light of Day
"Fria Luz Del Dia, A.I.E.",23625,The Cold Light of Day
The Weinstein Company,308,The Brothers Bloom
Summit Entertainment,491,The Brothers Bloom
Endgame Entertainment,1205,The Brothers Bloom
Likely Story,1785,"Synecdoche, New York"
Miramax Films,14,Princess Mononoke
Studio Ghibli,10342,Princess Mononoke
Nibariki,12516,Princess Mononoke
Nippon Television Network (NTV),20192,Princess Mononoke
[],[],Bon voyage
EMI Films,8263,Can't Stop the Music
Autonomous,2326,The Proposition
UK Film Council,2452,The Proposition
Surefire Film Productions,3205,The Proposition
Pictures in Paradise,3207,The Proposition
Pacific Film and Television Commission,4024,The Proposition
Film Consortium,20455,The Proposition
National Lottery through UK Film Council,20456,The Proposition
Paul Schiff Productions,23596,My All American
Anthem Productions,50496,My All American
Paramount Pictures,4,Marci X
Dimension Films,7405,Equilibrium
Blue Tulip Productions,35304,Equilibrium
Australian Film Finance Corporation,1380,The Children of Huang Shi
Zero Fiction Film,9206,The Children of Huang Shi
Ming Productions,74695,The Children of Huang Shi
Bluewater Pictures,78322,The Children of Huang Shi
Cheerland Entertainment Organization,86061,The Children of Huang Shi
Miramax Films,14,The Yards
Industry Entertainment,376,The Yards
Cube Vision,2780,Lottery Ticket
Sweepstake Productions,49966,Lottery Ticket
[],[],The Oogieloves in the Big Balloon Adventure
Plan B Entertainment,81,By the Sea
Jolie Pas,39443,By the Sea
Pellikola,73249,By the Sea
Bandai Visual Company,528,Steamboy
Sunrise,3153,Steamboy
Studio 4°C,11671,Steamboy
Bristol Bay Productions,2233,The Game of Their Lives
Baldwin Entertainment Group,2234,The Game of Their Lives
Crusader Entertainment,2978,The Game of Their Lives
Independent Film Channel,4059,The Game of Their Lives
Peter Newman/Interal,23359,The Game of Their Lives
The Weinstein Company,308,All Good Things
Tig Productions,335,Rapa Nui
Majestic Films International,2630,Rapa Nui
Warner Bros.,6194,Rapa Nui
Newcomm,38178,Rapa Nui
RCS,60546,Rapa Nui
Columbia Pictures Film Production Asia,2798,CJ7
Gaumont,9,The Visitors II: The Corridors of Time
Canal+,5358,The Visitors II: The Corridors of Time
France 3 Cinema,16804,The Visitors II: The Corridors of Time
Centre National de la Cinématographie (CNC),18367,The Visitors II: The Corridors of Time
Hyde Park Films,1172,Dylan Dog: Dead of Night
platinum studios,7218,Dylan Dog: Dead of Night
Long Distance Films,7219,Dylan Dog: Dead of Night
[],[],People I Know
Warner Bros.,6194,ATL
Miramax Films,14,The Tempest
Touchstone Pictures,9195,The Tempest
The Weinstein Company,308,Regression
Himenóptero,784,Regression
First Generation Films,4908,Regression
Mod Producciones,5444,Regression
FilmNation Entertainment,7493,Regression
Telefónica Studios,29564,Regression
Visualizer Film Productions,2921,Three Kingdoms: Resurrection of the Dragon
Taewon Entertainment,3965,Three Kingdoms: Resurrection of the Dragon
Icon Productions,152,Butterfly on a Wheel
Infinity Features Entertainment,212,Butterfly on a Wheel
Irish Dreamtime,597,Butterfly on a Wheel
Icon Entertainment International,4564,Butterfly on a Wheel
Canadian Film or Video Production Tax Credit (CPTC),8582,Butterfly on a Wheel
Province of British Columbia Film Incentive BC,11567,Butterfly on a Wheel
Butterfly Productions,11568,Butterfly on a Wheel
Chum Television,11569,Butterfly on a Wheel
Industrial Development Corporation of South Africa,564,Zambezia
120dB Films,5113,Zambezia
The Department of Trade and Industry of South Africa,10884,Zambezia
Cinema Management Group,25032,Zambezia
The National Film and Video Foundation of SA,25033,Zambezia
Wonderful Works,25034,Zambezia
Triggerfish Animation,33805,Zambezia
Nexus Factory,7561,Escobar: Paradise Lost
uFilm,8676,Escobar: Paradise Lost
Jaguar Films,10497,Escobar: Paradise Lost
Umedia,19037,Escobar: Paradise Lost
Chapter 2,20339,Escobar: Paradise Lost
Roxbury,63810,Escobar: Paradise Lost
Camphor Cinema,82667,Ramanujan
[],[],Dwegons
"Weinstein Company, The",7289,Hands of Stone
La Piedra Films,52064,Hands of Stone
Fuego Films,52065,Hands of Stone
Epicentral Studios,52066,Hands of Stone
Nu Image Films,925,Survivor
Winkler Films,8880,Survivor
Millennium Films,10254,Survivor
Survivor Productions,54409,Survivor
Grindstone Entertainment Group,3604,The Frozen Ground
Cheetah Vision,5830,The Frozen Ground
K5 International,6715,The Frozen Ground
Paradox Entertainment,6819,The Frozen Ground
Emmett/Furla Films,10405,The Frozen Ground
Picture Perfect Corporation,27993,The Frozen Ground
Court Five,30023,The Frozen Ground
Envision Entertainment,31832,The Frozen Ground
Valentina Films,31833,The Frozen Ground
Emotion Pictures,741,The Painted Veil
The Mark Gordon Company,1557,The Painted Veil
Class 5 Films,2297,The Painted Veil
Yari Film Group,2448,The Painted Veil
Warner China Film HG Corporation,7999,The Painted Veil
Stratus Film Co.,11027,The Painted Veil
WIP,12259,The Painted Veil
Bob Yari Productions,12260,The Painted Veil
The Colleton Company,12261,The Painted Veil
Dragon Studios,12262,The Painted Veil
Nouvelles Éditions de Films (NEF),753,The Baader Meinhof Complex
Degeto Film,986,The Baader Meinhof Complex
Constantin Film Produktion,5755,The Baader Meinhof Complex
Westdeutscher Rundfunk (WDR),7025,The Baader Meinhof Complex
Norddeutscher Rundfunk (NDR),7201,The Baader Meinhof Complex
Bayerischer Rundfunk (BR),7333,The Baader Meinhof Complex
Dune Films,19477,The Baader Meinhof Complex
G.T. Film Production,73872,The Baader Meinhof Complex
Tig Productions,335,Dances with Wolves
Majestic Films International,2630,Dances with Wolves
Columbia Pictures,5,Bad Teacher
Mosaic Media Group,748,Bad Teacher
Universal Pictures Corporation,42,Sea of Love
Gaylord Films,5367,A Cinderella Story
Warner Bros.,6194,A Cinderella Story
Dylan Sellers Productions,8807,A Cinderella Story
Clifford Werber Productions,46051,A Cinderella Story
Woods Entertainment,979,Scream
Dimension Films,7405,Scream
Universal Pictures,33,United 93
StudioCanal,694,United 93
Sidney Kimmel Entertainment,737,United 93
Working Title Films,10163,United 93
Columbia Pictures Corporation,441,Thir13en Ghosts
Dark Castle Entertainment,1786,Thir13en Ghosts
Warner Bros.,6194,Thir13en Ghosts
13 Ghosts Productions Canada Inc.,23503,Thir13en Ghosts
Hawk Films,88,The Shining
Warner Bros.,6194,The Shining
Peregrine,11272,The Shining
Universal Pictures,33,Back to the Future
Amblin Entertainment,56,Back to the Future
U-Drive Productions,20448,Back to the Future
Dark Castle Entertainment,1786,House on Haunted Hill
Warner Bros.,6194,House on Haunted Hill
Lions Gate Films,35,I Can Do Bad All By Myself
Cinestyle Media Group,74413,Fight Valley
Mandate Pictures,771,The Switch
Bona Fide Productions,2570,The Switch
Echo Films,7382,The Switch
Twentieth Century Fox Film Corporation,306,Just Married
Robert Simonds Productions,3929,Just Married
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,19352,Just Married
Corrino Media Corporation,7178,The Devil's Double
Corsan,7299,The Devil's Double
Staccato Films,7300,The Devil's Double
Destination Films,769,Thomas and the Magic Railroad
Isle of Man Film,2268,Thomas and the Magic Railroad
Britt Allcroft Productions,37618,Thomas and the Magic Railroad
Penn Station Entertainment,4916,The Crazies
Participant Media,6735,The Crazies
Imagenation Abu Dhabi FZ,6736,The Crazies
Overture Films,12807,The Crazies
Studio Ghibli,10342,Spirited Away
Paramount Pictures,4,The Fall of the Roman Empire
Samuel Bronston Productions,10253,The Fall of the Roman Empire
Focus Films,1268,Firestorm
Sil-Metropole Organisation,5686,Firestorm
Edko Films,10284,Firestorm
Dino De Laurentiis Company,10308,The Bounty
Studio Babelsberg,264,The Book Thief
Fox 2000 Pictures,711,The Book Thief
Sunswept Entertainment,5219,The Book Thief
"Summit Entertainment, LLC",3250,Sex Drive
Alloy Entertainment,10067,Sex Drive
Goldcrest Pictures,11843,Sex Drive
Universal Pictures,33,Leap Year
Spyglass Entertainment,158,Leap Year
Octagon Films,1266,Leap Year
BenderSpink,6363,Leap Year
Birnbaum / Barber Productions,58262,Leap Year
Imagine Entertainment,23,Take Me Home Tonight
Rogue Pictures,134,Take Me Home Tonight
Relativity Media,7295,Take Me Home Tonight
Internationale Filmproduktion Blackbird Dritte,19855,Take Me Home Tonight
Gran Via Productions,2605,Won't Back Down
Walden Media,10221,Won't Back Down
Lemodeln Model & Talent Agency,59391,Won't Back Down
Warner Bros. Family Entertainment,3592,The Nutcracker
Fine Line Features,8,Kansas City
CiBy 2000,7832,Kansas City
Sandcastle 5 Productions,37163,Kansas City
Likely Story,1785,Indignation
Platinum Dunes,2481,The Amityville Horror
Dimension Films,7405,The Amityville Horror
Metro-Goldwyn-Mayer (MGM),8411,The Amityville Horror
Radar Pictures,14718,The Amityville Horror
Beverly Detroit,267,Adaptation.
Propaganda Films,278,Adaptation.
Clinica Estetico,1274,Adaptation.
Intermedia,8856,Adaptation.
Good Machine,10565,Adaptation.
Magnet Productions,23227,Adaptation.
Universal Pictures,33,Land of the Dead
Atmosphere Entertainment MM,2995,Land of the Dead
Romero-Grunwald Productions,55518,Land of the Dead
Exception Wild Bunch,55519,Land of the Dead
Sun Entertainment Culture,20542,Out of Inferno
Universe Entertainment,20543,Out of Inferno
Universal Pictures,33,Fear and Loathing in Las Vegas
Summit Entertainment,491,Fear and Loathing in Las Vegas
Rhino Films,1591,Fear and Loathing in Las Vegas
Fear and Loathing LLC,53460,Fear and Loathing in Las Vegas
Shark Productions,53461,Fear and Loathing in Las Vegas
Media Rights Capital,2531,The Invention of Lying
Lin Pictures,2723,The Invention of Lying
Warner Bros.,6194,The Invention of Lying
Wintergreen Productions,11845,The Invention of Lying
Lynda Obst Productions,13769,The Invention of Lying
1821 Pictures,14358,The Invention of Lying
Radar Pictures,14718,The Invention of Lying
Universal Pictures,33,Neighbors
Point Grey Pictures,16615,Neighbors
Good Universe,17393,Neighbors
Lakeshore Entertainment,126,The Exorcism of Emily Rose
Firm Films,1838,The Exorcism of Emily Rose
Screen Gems,3287,The Exorcism of Emily Rose
New Line Cinema,12,The Mask
Dark Horse Entertainment,552,The Mask
Gracie Films,18,Big
Twentieth Century Fox Film Corporation,306,Big
American Entertainment Partners II L.P.,21451,Big
Twentieth Century Fox Film Corporation,306,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Four By Two Productions,20567,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Marc Platt Productions,2527,Legally Blonde
Metro-Goldwyn-Mayer (MGM),8411,Legally Blonde
Paramount Pictures,4,Star Trek III: The Search for Spock
Happy Madison Productions,2608,Deuce Bigalow: Male Gigolo
Quinta Communications,6370,Deuce Bigalow: Male Gigolo
Touchstone Pictures,9195,Deuce Bigalow: Male Gigolo
Stoney Lake Entertainment,16558,Left Behind
Fox 2000 Pictures,711,The Family Stone
Metro-Goldwyn-Mayer (MGM),8411,Barbershop 2:  Back in Business
Columbia Pictures,5,Bad Santa
Triptych Pictures,14722,Bad Santa
Dimension Films (US version),71989,Bad Santa
Paramount Pictures,4,Mean Girls
Broadway Video,1756,Mean Girls
M.G. Films,89094,Mean Girls
New Line Cinema,12,Austin Powers: International Man of Mystery
Capella International,594,Austin Powers: International Man of Mystery
Eric's Boy,595,Austin Powers: International Man of Mystery
Universal Pictures,33,My Big Fat Greek Wedding 2
Playtone,4171,My Big Fat Greek Wedding 2
HBO Films,7429,My Big Fat Greek Wedding 2
Gold Circle Films,12026,My Big Fat Greek Wedding 2
Fox 2000 Pictures,711,Diary of a Wimpy Kid: Rodrick Rules
Color Force,5420,Diary of a Wimpy Kid: Rodrick Rules
Twentieth Century Fox Film Corporation,306,Predator
Lawrence Gordon Productions,840,Predator
Davis Entertainment,1302,Predator
Silver Pictures,1885,Predator
Amercent Films,5263,Predator
American Entertainment Partners L.P.,5264,Predator
Warner Bros.,6194,Amadeus
Alliance Films,2514,Prom Night
Timnick Films,679,Under the Tuscan Sun
Blue Gardenia Productions,3983,Under the Tuscan Sun
Touchstone Pictures,9195,Under the Tuscan Sun
Tatiale Films,12207,Under the Tuscan Sun
USA Films,987,Gosford Park
American Zoetrope,70,Peggy Sue Got Married
TriStar Pictures,559,Peggy Sue Got Married
Worldview Entertainment,9015,Birdman
New Regency Pictures,10104,Birdman
TSG Entertainment,22213,Birdman
Le Grisbi Productions,47169,Birdman
M Productions,52660,Birdman
Perdido Productions,12966,Blue Jasmine
Universal Pictures,33,Honey
Marc Platt Productions,2527,Honey
NuAmerica Entertainment,41963,Honey
Hollywood Pictures,915,Spy Hard
AVCO Embassy Pictures,494,The Fog
EDI,495,The Fog
Debra Hill Productions,498,The Fog
Mandalay Pictures,551,Soul Surfer
TriStar Pictures,559,Soul Surfer
Brookwell-McNamara Entertainment,3235,Soul Surfer
FilmDistrict,7263,Soul Surfer
Affirm Films,10156,Soul Surfer
Paramount Pictures,4,Catch-22
Filmways Productions,73862,Catch-22
Legendary Pictures,923,Observe and Report
De Line Pictures,2609,Observe and Report
De Laurentiis Entertainment Group,499,Conan the Destroyer
United Artists,60,Raging Bull
Universal Pictures,33,Love Happens
Stuber Productions,4403,Love Happens
Camp / Thompson Pictures,4404,Love Happens
Relativity Media,7295,Love Happens
Scion Films,7419,Love Happens
Traveling Film Productions,11953,Love Happens
Paramount Pictures,4,Young Sherlock Holmes
Amblin Entertainment,56,Young Sherlock Holmes
Columbia Pictures,5,The Tailor of Panama
Merlin Films,3201,The Tailor of Panama
United Artists,60,Fame
Lakeshore Entertainment,126,Fame
Metro-Goldwyn-Mayer (MGM),8411,Fame
Fox Searchlight Pictures,43,127 Hours
Warner Bros.,6194,127 Hours
Cloud Eight Films,6708,127 Hours
Pathé,7981,127 Hours
Film4,9349,127 Hours
Everest Entertainment,10892,127 Hours
HandMade Films,20076,127 Hours
DreamWorks SKG,27,Small Time Crooks
Columbia Pictures,5,Center Stage
Imagine Entertainment,23,Love the Coopers
Groundswell Productions,4205,Love the Coopers
CBS Films,5490,Love the Coopers
Fox 2000 Pictures,711,Catch That Kid
Mad Chance,1757,Catch That Kid
Nimbus Film Productions,11672,Catch That Kid
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,19352,Catch That Kid
Splendid Productions,23790,Catch That Kid
New Line Cinema,12,Life as a House
Universal Pictures,33,Steve Jobs
Scott Rudin Productions,258,Steve Jobs
Legendary Pictures,923,Steve Jobs
The Mark Gordon Company,1557,Steve Jobs
Management 360,4220,Steve Jobs
Cloud Eight Films,6708,Steve Jobs
Ingenious Film Partners,289,"I Love You, Beth Cooper"
1492 Pictures,436,"I Love You, Beth Cooper"
Fox Atomic,2890,"I Love You, Beth Cooper"
Dune Entertainment III,6332,"I Love You, Beth Cooper"
